restaurant_id,restaurant_name,city,opening_hours
559,Paradise Biryani - Hyderabad Branch 205,Hyderabad,10:00 AM-11:00 PM
560,The Fisherman's Wharf - Ahmedabad Branch 2708,Ahmedabad,"1:00 PM-4:00 PM, 7:00 PM-11:00 PM"
561,Indian Accent - Bangalore Branch 9326,Bangalore,"12:00 PM-3:00 PM, 6:00 PM-9:00 PM"
562,Dum Pukht - Delhi Branch 4397,Delhi,10:00 AM-11:00 PM
563,Paradise Biryani - Kolkata Branch 1988,Kolkata,"11:00 PM-2:00 PM, 8:00 PM-11:00 PM"
564,Karavalli - Chennai Branch 946,Chennai,"1:00 PM-3:00 PM, 8:00 PM-12:00 PM"
565,Barbeque Nation - Hyderabad Branch 5363,Hyderabad,"12:00 PM-2:00 PM, 6:00 PM-8:00 PM"
566,Trishna - Bangalore Branch 1486,Bangalore,10:00 AM-10:00 PM
567,Punjab Grill - Jaipur Branch 7228,Jaipur,11:00 AM-11:00 PM
568,Annalakshmi - Pune Branch 1281,Pune,"1:00 PM-4:00 PM, 8:00 PM-12:00 PM"
569,SodaBottleOpenerWala - Mumbai Branch 8677,Mumbai,"11:00 PM-2:00 PM, 8:00 PM-11:00 PM"
570,The Black Sheep Bistro - Bangalore Branch 824,Bangalore,"11:00 PM-2:00 PM, 8:00 PM-12:00 PM"
571,Dum Pukht - Ahmedabad Branch 3285,Ahmedabad,"12:00 PM-2:00 PM, 6:00 PM-10:00 PM"
572,Paradise Biryani - Mumbai Branch 348,Mumbai,"1:00 PM-4:00 PM, 6:00 PM-10:00 PM"
573,Barbeque Nation - Kolkata Branch 6538,Kolkata,11:00 AM-9:00 PM
574,The Bombay Canteen - Mumbai Branch 4869,Mumbai,"11:00 PM-2:00 PM, 6:00 PM-10:00 PM"
575,Paradise Biryani - Kolkata Branch 5904,Kolkata,10:00 AM-11:00 PM
576,Punjab Grill - Mumbai Branch 3655,Mumbai,"11:00 PM-2:00 PM, 7:00 PM-10:00 PM"
577,Punjab Grill - Delhi Branch 9447,Delhi,"12:00 PM-2:00 PM, 6:00 PM-8:00 PM"
578,Leopold Cafe - Goa Branch 7248,Goa,10:00 AM-10:00 PM
579,Trishna - Goa Branch 1910,Goa,10:00 AM-9:00 PM
580,The Bombay Canteen - Mumbai Branch 627,Mumbai,10:00 AM-11:00 PM
581,Mainland China - Bangalore Branch 6796,Bangalore,"1:00 PM-3:00 PM, 6:00 PM-8:00 PM"
582,Leopold Cafe - Hyderabad Branch 1881,Hyderabad,11:00 AM-9:00 PM
583,The Fisherman's Wharf - Goa Branch 8551,Goa,"12:00 PM-3:00 PM, 7:00 PM-11:00 PM"
584,Trishna - Ahmedabad Branch 9234,Ahmedabad,"11:00 PM-1:00 PM, 8:00 PM-11:00 PM"
585,Leopold Cafe - Ahmedabad Branch 6581,Ahmedabad,"1:00 PM-3:00 PM, 8:00 PM-12:00 PM"
586,Copper Chimney - Jaipur Branch 9804,Jaipur,"1:00 PM-3:00 PM, 6:00 PM-8:00 PM"
587,Annalakshmi - Pune Branch 1150,Pune,11:00 AM-9:00 PM
588,Leopold Cafe - Mumbai Branch 7685,Mumbai,"12:00 PM-2:00 PM, 8:00 PM-11:00 PM"
589,The Fisherman's Wharf - Mumbai Branch 4230,Mumbai,"12:00 PM-3:00 PM, 8:00 PM-11:00 PM"
590,Paradise Biryani - Ahmedabad Branch 4935,Ahmedabad,"11:00 PM-1:00 PM, 6:00 PM-8:00 PM"
591,Trishna - Chennai Branch 2390,Chennai,"1:00 PM-3:00 PM, 8:00 PM-11:00 PM"
592,Annalakshmi - Chennai Branch 7585,Chennai,"11:00 PM-2:00 PM, 7:00 PM-9:00 PM"
593,Fatty Bao - Chennai Branch 6138,Chennai,11:00 AM-11:00 PM
594,Punjab Grill - Ahmedabad Branch 8493,Ahmedabad,11:00 AM-11:00 PM
595,Copper Chimney - Hyderabad Branch 3718,Hyderabad,"1:00 PM-4:00 PM, 8:00 PM-11:00 PM"
596,Punjab Grill - Hyderabad Branch 4454,Hyderabad,10:00 AM-11:00 PM
597,The Black Sheep Bistro - Mumbai Branch 2371,Mumbai,"12:00 PM-2:00 PM, 8:00 PM-12:00 PM"
598,The Black Sheep Bistro - Jaipur Branch 7771,Jaipur,10:00 AM-11:00 PM
599,Trishna - Jaipur Branch 1621,Jaipur,10:00 AM-11:00 PM
600,Fatty Bao - Goa Branch 5990,Goa,"1:00 PM-4:00 PM, 6:00 PM-10:00 PM"
601,Indian Accent - Chennai Branch 2270,Chennai,10:00 AM-9:00 PM
602,The Black Sheep Bistro - Goa Branch 8949,Goa,"11:00 PM-1:00 PM, 7:00 PM-10:00 PM"
603,Peshawri - Delhi Branch 1552,Delhi,"11:00 PM-2:00 PM, 8:00 PM-11:00 PM"
604,Fatty Bao - Pune Branch 1187,Pune,"1:00 PM-3:00 PM, 8:00 PM-10:00 PM"
605,The Black Sheep Bistro - Mumbai Branch 1317,Mumbai,11:00 AM-11:00 PM
606,Copper Chimney - Mumbai Branch 5993,Mumbai,11:00 AM-11:00 PM
607,SodaBottleOpenerWala - Hyderabad Branch 487,Hyderabad,10:00 AM-9:00 PM
608,The Black Sheep Bistro - Pune Branch 7937,Pune,10:00 AM-9:00 PM
609,Dum Pukht - Jaipur Branch 707,Jaipur,11:00 AM-10:00 PM
610,SodaBottleOpenerWala - Bangalore Branch 3490,Bangalore,10:00 AM-11:00 PM
611,Trishna - Bangalore Branch 8991,Bangalore,11:00 AM-11:00 PM
612,Dum Pukht - Delhi Branch 683,Delhi,"11:00 PM-1:00 PM, 7:00 PM-10:00 PM"
613,Punjab Grill - Delhi Branch 4265,Delhi,"12:00 PM-3:00 PM, 8:00 PM-10:00 PM"
614,Paradise Biryani - Jaipur Branch 2827,Jaipur,11:00 AM-11:00 PM
615,Barbeque Nation - Goa Branch 5458,Goa,"12:00 PM-3:00 PM, 7:00 PM-10:00 PM"
616,Fatty Bao - Bangalore Branch 6394,Bangalore,11:00 AM-10:00 PM
617,Annalakshmi - Chennai Branch 1713,Chennai,10:00 AM-10:00 PM
618,SodaBottleOpenerWala - Ahmedabad Branch 9096,Ahmedabad,10:00 AM-10:00 PM
619,Barbeque Nation - Jaipur Branch 9429,Jaipur,"1:00 PM-4:00 PM, 8:00 PM-10:00 PM"
620,Fatty Bao - Bangalore Branch 2318,Bangalore,10:00 AM-10:00 PM
621,Indian Accent - Bangalore Branch 7354,Bangalore,11:00 AM-10:00 PM
622,SodaBottleOpenerWala - Jaipur Branch 52,Jaipur,11:00 AM-10:00 PM
623,Mainland China - Hyderabad Branch 7434,Hyderabad,"1:00 PM-3:00 PM, 8:00 PM-10:00 PM"
624,Copper Chimney - Ahmedabad Branch 7560,Ahmedabad,"11:00 PM-2:00 PM, 7:00 PM-10:00 PM"
625,SodaBottleOpenerWala - Jaipur Branch 6287,Jaipur,"12:00 PM-2:00 PM, 7:00 PM-9:00 PM"
626,Mainland China - Goa Branch 3620,Goa,"12:00 PM-3:00 PM, 6:00 PM-8:00 PM"
627,Oh! Calcutta - Goa Branch 5512,Goa,10:00 AM-9:00 PM
628,Indian Accent - Goa Branch 3438,Goa,"1:00 PM-4:00 PM, 7:00 PM-11:00 PM"
629,Peshawri - Mumbai Branch 469,Mumbai,11:00 AM-10:00 PM
630,Punjab Grill - Goa Branch 3396,Goa,11:00 AM-11:00 PM
631,Fatty Bao - Ahmedabad Branch 1495,Ahmedabad,"12:00 PM-2:00 PM, 7:00 PM-10:00 PM"
632,Indian Accent - Kolkata Branch 5168,Kolkata,"1:00 PM-4:00 PM, 7:00 PM-11:00 PM"
633,Annalakshmi - Chennai Branch 1809,Chennai,10:00 AM-11:00 PM
634,The Black Sheep Bistro - Mumbai Branch 3627,Mumbai,"1:00 PM-3:00 PM, 8:00 PM-10:00 PM"
635,Fatty Bao - Hyderabad Branch 8622,Hyderabad,11:00 AM-10:00 PM
636,Copper Chimney - Jaipur Branch 93,Jaipur,10:00 AM-10:00 PM
637,SodaBottleOpenerWala - Delhi Branch 1134,Delhi,"1:00 PM-4:00 PM, 6:00 PM-10:00 PM"
638,Fatty Bao - Goa Branch 1625,Goa,10:00 AM-10:00 PM
639,The Fisherman's Wharf - Hyderabad Branch 9765,Hyderabad,"11:00 PM-2:00 PM, 8:00 PM-11:00 PM"
640,Dum Pukht - Ahmedabad Branch 6703,Ahmedabad,"1:00 PM-3:00 PM, 8:00 PM-10:00 PM"
641,Trishna - Kolkata Branch 5938,Kolkata,10:00 AM-10:00 PM
642,Thalassa - Bangalore Branch 6571,Bangalore,11:00 AM-10:00 PM
643,Indian Accent - Hyderabad Branch 1873,Hyderabad,"12:00 PM-3:00 PM, 7:00 PM-10:00 PM"
644,Mainland China - Jaipur Branch 6913,Jaipur,"12:00 PM-2:00 PM, 6:00 PM-10:00 PM"
645,Indian Accent - Goa Branch 9489,Goa,10:00 AM-11:00 PM
646,Fatty Bao - Ahmedabad Branch 5451,Ahmedabad,"1:00 PM-3:00 PM, 7:00 PM-9:00 PM"
647,Oh! Calcutta - Jaipur Branch 3771,Jaipur,"11:00 PM-2:00 PM, 7:00 PM-10:00 PM"
648,Punjab Grill - Bangalore Branch 8086,Bangalore,"1:00 PM-4:00 PM, 8:00 PM-10:00 PM"
649,Oh! Calcutta - Ahmedabad Branch 2650,Ahmedabad,10:00 AM-10:00 PM
650,Indian Accent - Hyderabad Branch 4979,Hyderabad,10:00 AM-9:00 PM
651,The Bombay Canteen - Kolkata Branch 4643,Kolkata,11:00 AM-10:00 PM
652,Thalassa - Chennai Branch 4018,Chennai,10:00 AM-10:00 PM
653,SodaBottleOpenerWala - Ahmedabad Branch 2672,Ahmedabad,"12:00 PM-2:00 PM, 8:00 PM-10:00 PM"
654,Punjab Grill - Chennai Branch 2303,Chennai,11:00 AM-9:00 PM
655,Bukhara - Goa Branch 1978,Goa,10:00 AM-9:00 PM
656,Bukhara - Ahmedabad Branch 4388,Ahmedabad,11:00 AM-10:00 PM
657,Paradise Biryani - Chennai Branch 1691,Chennai,11:00 AM-10:00 PM
658,Trishna - Chennai Branch 2,Chennai,11:00 AM-9:00 PM
659,Oh! Calcutta - Ahmedabad Branch 144,Ahmedabad,"12:00 PM-2:00 PM, 6:00 PM-10:00 PM"
660,Peshawri - Chennai Branch 6298,Chennai,"1:00 PM-3:00 PM, 6:00 PM-9:00 PM"
661,Oh! Calcutta - Hyderabad Branch 1932,Hyderabad,10:00 AM-11:00 PM
662,Paradise Biryani - Chennai Branch 7486,Chennai,"12:00 PM-3:00 PM, 8:00 PM-11:00 PM"
663,Mainland China - Mumbai Branch 172,Mumbai,10:00 AM-10:00 PM
664,Dum Pukht - Goa Branch 4911,Goa,"11:00 PM-2:00 PM, 6:00 PM-8:00 PM"
665,Oh! Calcutta - Mumbai Branch 4543,Mumbai,"11:00 PM-2:00 PM, 7:00 PM-11:00 PM"
666,Bukhara - Goa Branch 6087,Goa,10:00 AM-10:00 PM
667,Karavalli - Goa Branch 6904,Goa,10:00 AM-11:00 PM
668,Peshawri - Ahmedabad Branch 3840,Ahmedabad,"12:00 PM-3:00 PM, 7:00 PM-9:00 PM"
669,Punjab Grill - Delhi Branch 6844,Delhi,10:00 AM-9:00 PM
670,Indian Accent - Delhi Branch 1590,Delhi,"11:00 PM-2:00 PM, 6:00 PM-9:00 PM"
671,Bukhara - Mumbai Branch 2683,Mumbai,"12:00 PM-3:00 PM, 8:00 PM-11:00 PM"
672,The Bombay Canteen - Mumbai Branch 7970,Mumbai,11:00 AM-11:00 PM
673,The Bombay Canteen - Jaipur Branch 4140,Jaipur,"1:00 PM-3:00 PM, 6:00 PM-9:00 PM"
674,Mainland China - Kolkata Branch 9331,Kolkata,10:00 AM-9:00 PM
675,Copper Chimney - Delhi Branch 1641,Delhi,"12:00 PM-3:00 PM, 7:00 PM-10:00 PM"
676,Peshawri - Chennai Branch 9271,Chennai,"12:00 PM-3:00 PM, 6:00 PM-10:00 PM"
677,Bukhara - Jaipur Branch 7003,Jaipur,"11:00 PM-2:00 PM, 6:00 PM-8:00 PM"
678,Bukhara - Hyderabad Branch 6493,Hyderabad,"1:00 PM-4:00 PM, 7:00 PM-11:00 PM"
679,Oh! Calcutta - Delhi Branch 5091,Delhi,"11:00 PM-1:00 PM, 7:00 PM-10:00 PM"
680,Oh! Calcutta - Mumbai Branch 2009,Mumbai,"12:00 PM-2:00 PM, 7:00 PM-9:00 PM"
681,Karavalli - Jaipur Branch 1999,Jaipur,11:00 AM-11:00 PM
682,Paradise Biryani - Mumbai Branch 8485,Mumbai,"12:00 PM-2:00 PM, 7:00 PM-10:00 PM"
683,Bukhara - Kolkata Branch 3737,Kolkata,"1:00 PM-3:00 PM, 7:00 PM-10:00 PM"
684,Peshawri - Jaipur Branch 4648,Jaipur,11:00 AM-9:00 PM
685,Thalassa - Ahmedabad Branch 8869,Ahmedabad,10:00 AM-11:00 PM
686,Annalakshmi - Kolkata Branch 4532,Kolkata,11:00 AM-9:00 PM
687,Indian Accent - Delhi Branch 2421,Delhi,10:00 AM-11:00 PM
688,Bukhara - Mumbai Branch 7786,Mumbai,"12:00 PM-3:00 PM, 6:00 PM-8:00 PM"
689,Leopold Cafe - Hyderabad Branch 6920,Hyderabad,"11:00 PM-1:00 PM, 7:00 PM-11:00 PM"
690,Karavalli - Kolkata Branch 2785,Kolkata,"11:00 PM-1:00 PM, 6:00 PM-10:00 PM"
691,Fatty Bao - Jaipur Branch 1074,Jaipur,"1:00 PM-3:00 PM, 7:00 PM-9:00 PM"
692,The Black Sheep Bistro - Bangalore Branch 3547,Bangalore,10:00 AM-9:00 PM
693,The Fisherman's Wharf - Kolkata Branch 4878,Kolkata,"11:00 PM-2:00 PM, 6:00 PM-9:00 PM"
694,Karavalli - Chennai Branch 5841,Chennai,"12:00 PM-3:00 PM, 6:00 PM-10:00 PM"
695,Mainland China - Bangalore Branch 4000,Bangalore,"12:00 PM-2:00 PM, 7:00 PM-11:00 PM"
696,Trishna - Delhi Branch 8515,Delhi,10:00 AM-10:00 PM
697,The Bombay Canteen - Kolkata Branch 9267,Kolkata,11:00 AM-11:00 PM
698,Bukhara - Goa Branch 8071,Goa,"11:00 PM-2:00 PM, 7:00 PM-10:00 PM"
699,Annalakshmi - Kolkata Branch 5845,Kolkata,10:00 AM-10:00 PM
700,Indian Accent - Hyderabad Branch 5578,Hyderabad,10:00 AM-9:00 PM
701,Fatty Bao - Jaipur Branch 2857,Jaipur,11:00 AM-11:00 PM
702,Indian Accent - Goa Branch 5366,Goa,"11:00 PM-1:00 PM, 6:00 PM-10:00 PM"
703,Annalakshmi - Goa Branch 8788,Goa,11:00 AM-11:00 PM
704,Paradise Biryani - Kolkata Branch 8702,Kolkata,"12:00 PM-2:00 PM, 8:00 PM-12:00 PM"
705,Thalassa - Kolkata Branch 6497,Kolkata,10:00 AM-11:00 PM
706,Barbeque Nation - Hyderabad Branch 363,Hyderabad,11:00 AM-11:00 PM
707,Indian Accent - Chennai Branch 44,Chennai,"12:00 PM-3:00 PM, 7:00 PM-9:00 PM"
708,Bukhara - Jaipur Branch 5272,Jaipur,10:00 AM-10:00 PM
709,Barbeque Nation - Bangalore Branch 1058,Bangalore,10:00 AM-10:00 PM
710,The Bombay Canteen - Jaipur Branch 8537,Jaipur,11:00 AM-11:00 PM
711,Indian Accent - Chennai Branch 5717,Chennai,10:00 AM-11:00 PM
712,Paradise Biryani - Hyderabad Branch 1534,Hyderabad,11:00 AM-10:00 PM
713,Leopold Cafe - Hyderabad Branch 7832,Hyderabad,"12:00 PM-3:00 PM, 7:00 PM-9:00 PM"
714,Mainland China - Ahmedabad Branch 4916,Ahmedabad,11:00 AM-11:00 PM
715,Leopold Cafe - Chennai Branch 3680,Chennai,"1:00 PM-3:00 PM, 7:00 PM-9:00 PM"
716,Copper Chimney - Jaipur Branch 4785,Jaipur,10:00 AM-11:00 PM
717,The Fisherman's Wharf - Jaipur Branch 3143,Jaipur,11:00 AM-9:00 PM
718,SodaBottleOpenerWala - Goa Branch 6616,Goa,"11:00 PM-1:00 PM, 6:00 PM-9:00 PM"
719,Punjab Grill - Chennai Branch 6069,Chennai,"12:00 PM-2:00 PM, 6:00 PM-8:00 PM"
720,Copper Chimney - Pune Branch 1808,Pune,10:00 AM-10:00 PM
721,Bukhara - Mumbai Branch 1510,Mumbai,10:00 AM-11:00 PM
722,SodaBottleOpenerWala - Chennai Branch 4562,Chennai,10:00 AM-9:00 PM
723,Annalakshmi - Chennai Branch 3635,Chennai,11:00 AM-9:00 PM
724,Dum Pukht - Goa Branch 9562,Goa,"12:00 PM-3:00 PM, 6:00 PM-8:00 PM"
725,Thalassa - Chennai Branch 8718,Chennai,"1:00 PM-3:00 PM, 7:00 PM-11:00 PM"
726,Copper Chimney - Bangalore Branch 7856,Bangalore,"12:00 PM-3:00 PM, 6:00 PM-9:00 PM"
727,The Bombay Canteen - Goa Branch 6557,Goa,10:00 AM-11:00 PM
728,Annalakshmi - Kolkata Branch 4604,Kolkata,"1:00 PM-3:00 PM, 7:00 PM-9:00 PM"
729,Trishna - Jaipur Branch 3966,Jaipur,10:00 AM-11:00 PM
730,Trishna - Pune Branch 8861,Pune,"11:00 PM-2:00 PM, 7:00 PM-11:00 PM"
731,Paradise Biryani - Bangalore Branch 8044,Bangalore,"11:00 PM-1:00 PM, 7:00 PM-10:00 PM"
732,Punjab Grill - Jaipur Branch 9997,Jaipur,10:00 AM-11:00 PM
733,Leopold Cafe - Pune Branch 8153,Pune,"11:00 PM-2:00 PM, 7:00 PM-10:00 PM"
734,Annalakshmi - Goa Branch 8231,Goa,11:00 AM-10:00 PM
735,Karavalli - Bangalore Branch 9896,Bangalore,11:00 AM-9:00 PM
736,Punjab Grill - Goa Branch 7785,Goa,"1:00 PM-4:00 PM, 8:00 PM-12:00 PM"
737,Annalakshmi - Ahmedabad Branch 5228,Ahmedabad,"1:00 PM-4:00 PM, 7:00 PM-11:00 PM"
738,Annalakshmi - Ahmedabad Branch 777,Ahmedabad,11:00 AM-9:00 PM
739,Fatty Bao - Delhi Branch 2774,Delhi,"12:00 PM-2:00 PM, 8:00 PM-11:00 PM"
740,The Bombay Canteen - Kolkata Branch 4024,Kolkata,"12:00 PM-3:00 PM, 6:00 PM-9:00 PM"
741,Mainland China - Mumbai Branch 8729,Mumbai,"1:00 PM-4:00 PM, 7:00 PM-11:00 PM"
742,Leopold Cafe - Bangalore Branch 4287,Bangalore,"12:00 PM-2:00 PM, 6:00 PM-10:00 PM"
743,Thalassa - Ahmedabad Branch 4802,Ahmedabad,"1:00 PM-3:00 PM, 8:00 PM-12:00 PM"
744,Mainland China - Delhi Branch 9866,Delhi,"11:00 PM-1:00 PM, 7:00 PM-11:00 PM"
745,Barbeque Nation - Jaipur Branch 7156,Jaipur,"1:00 PM-4:00 PM, 6:00 PM-8:00 PM"
746,Dum Pukht - Pune Branch 4759,Pune,"12:00 PM-3:00 PM, 8:00 PM-10:00 PM"
747,The Black Sheep Bistro - Hyderabad Branch 696,Hyderabad,"1:00 PM-4:00 PM, 6:00 PM-10:00 PM"
748,Mainland China - Jaipur Branch 7362,Jaipur,"11:00 PM-1:00 PM, 8:00 PM-11:00 PM"
749,Peshawri - Hyderabad Branch 4116,Hyderabad,"11:00 PM-1:00 PM, 8:00 PM-10:00 PM"
750,Fatty Bao - Pune Branch 9008,Pune,"1:00 PM-4:00 PM, 7:00 PM-10:00 PM"
751,The Fisherman's Wharf - Ahmedabad Branch 9893,Ahmedabad,10:00 AM-10:00 PM
752,Punjab Grill - Hyderabad Branch 1633,Hyderabad,"11:00 PM-2:00 PM, 8:00 PM-10:00 PM"
753,Mainland China - Kolkata Branch 4980,Kolkata,11:00 AM-10:00 PM
754,Indian Accent - Goa Branch 688,Goa,11:00 AM-10:00 PM
755,Peshawri - Delhi Branch 4657,Delhi,11:00 AM-9:00 PM
756,Indian Accent - Pune Branch 7366,Pune,11:00 AM-9:00 PM
757,Trishna - Jaipur Branch 9055,Jaipur,"11:00 PM-2:00 PM, 7:00 PM-10:00 PM"
758,Leopold Cafe - Kolkata Branch 666,Kolkata,"12:00 PM-2:00 PM, 8:00 PM-12:00 PM"
759,Indian Accent - Pune Branch 7940,Pune,11:00 AM-10:00 PM
760,Annalakshmi - Bangalore Branch 4307,Bangalore,10:00 AM-10:00 PM
761,Fatty Bao - Ahmedabad Branch 1069,Ahmedabad,10:00 AM-10:00 PM
762,Peshawri - Bangalore Branch 223,Bangalore,"11:00 PM-1:00 PM, 8:00 PM-11:00 PM"
763,Fatty Bao - Hyderabad Branch 9658,Hyderabad,"12:00 PM-2:00 PM, 8:00 PM-12:00 PM"
764,Bukhara - Ahmedabad Branch 7244,Ahmedabad,"12:00 PM-2:00 PM, 6:00 PM-9:00 PM"
765,Punjab Grill - Mumbai Branch 2015,Mumbai,11:00 AM-9:00 PM
766,Trishna - Pune Branch 5345,Pune,11:00 AM-11:00 PM
767,Dum Pukht - Goa Branch 5011,Goa,11:00 AM-11:00 PM
768,The Black Sheep Bistro - Chennai Branch 9291,Chennai,11:00 AM-9:00 PM
769,The Fisherman's Wharf - Ahmedabad Branch 5279,Ahmedabad,"12:00 PM-3:00 PM, 6:00 PM-8:00 PM"
770,Fatty Bao - Mumbai Branch 6165,Mumbai,"1:00 PM-3:00 PM, 7:00 PM-10:00 PM"
771,Annalakshmi - Goa Branch 7756,Goa,10:00 AM-10:00 PM
772,Fatty Bao - Hyderabad Branch 8298,Hyderabad,"11:00 PM-1:00 PM, 6:00 PM-8:00 PM"
773,Karavalli - Pune Branch 3782,Pune,"12:00 PM-3:00 PM, 6:00 PM-9:00 PM"
774,Bukhara - Jaipur Branch 2715,Jaipur,"12:00 PM-2:00 PM, 8:00 PM-10:00 PM"
775,The Black Sheep Bistro - Kolkata Branch 1424,Kolkata,10:00 AM-11:00 PM
776,Karavalli - Goa Branch 2583,Goa,10:00 AM-10:00 PM
777,Annalakshmi - Jaipur Branch 4157,Jaipur,"11:00 PM-1:00 PM, 6:00 PM-10:00 PM"
778,Dum Pukht - Delhi Branch 1056,Delhi,11:00 AM-10:00 PM
779,Mainland China - Ahmedabad Branch 7910,Ahmedabad,11:00 AM-11:00 PM
780,Punjab Grill - Goa Branch 7487,Goa,"11:00 PM-1:00 PM, 8:00 PM-10:00 PM"
781,Punjab Grill - Chennai Branch 8214,Chennai,11:00 AM-11:00 PM
782,Trishna - Chennai Branch 9973,Chennai,10:00 AM-10:00 PM
783,Mainland China - Ahmedabad Branch 5124,Ahmedabad,11:00 AM-11:00 PM
784,SodaBottleOpenerWala - Delhi Branch 1442,Delhi,11:00 AM-9:00 PM
785,The Bombay Canteen - Goa Branch 5882,Goa,11:00 AM-10:00 PM
786,Barbeque Nation - Pune Branch 5579,Pune,11:00 AM-11:00 PM
787,Karavalli - Mumbai Branch 4277,Mumbai,"11:00 PM-2:00 PM, 8:00 PM-10:00 PM"
788,SodaBottleOpenerWala - Kolkata Branch 4298,Kolkata,"1:00 PM-4:00 PM, 6:00 PM-10:00 PM"
789,Peshawri - Goa Branch 7379,Goa,10:00 AM-11:00 PM
790,Barbeque Nation - Jaipur Branch 2463,Jaipur,11:00 AM-10:00 PM
791,Peshawri - Mumbai Branch 775,Mumbai,"12:00 PM-3:00 PM, 8:00 PM-11:00 PM"
792,Mainland China - Bangalore Branch 6745,Bangalore,11:00 AM-10:00 PM
793,Karavalli - Jaipur Branch 5751,Jaipur,10:00 AM-11:00 PM
794,Peshawri - Kolkata Branch 9685,Kolkata,"1:00 PM-3:00 PM, 6:00 PM-8:00 PM"
795,Dum Pukht - Goa Branch 9414,Goa,11:00 AM-10:00 PM
796,Punjab Grill - Goa Branch 6073,Goa,10:00 AM-9:00 PM
797,The Bombay Canteen - Bangalore Branch 63,Bangalore,"11:00 PM-2:00 PM, 8:00 PM-11:00 PM"
798,The Bombay Canteen - Mumbai Branch 3168,Mumbai,"11:00 PM-1:00 PM, 6:00 PM-8:00 PM"
799,Peshawri - Kolkata Branch 9841,Kolkata,10:00 AM-10:00 PM
800,Oh! Calcutta - Ahmedabad Branch 8106,Ahmedabad,"1:00 PM-3:00 PM, 8:00 PM-10:00 PM"
801,Trishna - Goa Branch 7851,Goa,"11:00 PM-1:00 PM, 7:00 PM-11:00 PM"
802,Karavalli - Bangalore Branch 9745,Bangalore,10:00 AM-9:00 PM
803,Karavalli - Goa Branch 4449,Goa,"12:00 PM-2:00 PM, 6:00 PM-9:00 PM"
804,The Black Sheep Bistro - Delhi Branch 4496,Delhi,"1:00 PM-3:00 PM, 7:00 PM-10:00 PM"
805,Barbeque Nation - Delhi Branch 6441,Delhi,10:00 AM-10:00 PM
806,The Bombay Canteen - Bangalore Branch 4623,Bangalore,"12:00 PM-3:00 PM, 8:00 PM-12:00 PM"
807,Bukhara - Jaipur Branch 8779,Jaipur,"1:00 PM-4:00 PM, 8:00 PM-11:00 PM"
808,Leopold Cafe - Kolkata Branch 4904,Kolkata,11:00 AM-9:00 PM
809,Trishna - Delhi Branch 222,Delhi,"11:00 PM-2:00 PM, 6:00 PM-10:00 PM"
810,Karavalli - Bangalore Branch 6067,Bangalore,"1:00 PM-3:00 PM, 8:00 PM-12:00 PM"
811,The Fisherman's Wharf - Chennai Branch 2704,Chennai,"1:00 PM-3:00 PM, 8:00 PM-10:00 PM"
812,The Fisherman's Wharf - Ahmedabad Branch 182,Ahmedabad,10:00 AM-11:00 PM
813,Copper Chimney - Mumbai Branch 3924,Mumbai,10:00 AM-9:00 PM
814,Annalakshmi - Delhi Branch 743,Delhi,11:00 AM-11:00 PM
815,Oh! Calcutta - Goa Branch 3873,Goa,"11:00 PM-1:00 PM, 6:00 PM-10:00 PM"
816,Leopold Cafe - Delhi Branch 2085,Delhi,11:00 AM-9:00 PM
817,Thalassa - Mumbai Branch 7160,Mumbai,11:00 AM-11:00 PM
818,Punjab Grill - Hyderabad Branch 8929,Hyderabad,10:00 AM-11:00 PM
819,Copper Chimney - Goa Branch 8744,Goa,"1:00 PM-4:00 PM, 6:00 PM-10:00 PM"
820,The Black Sheep Bistro - Ahmedabad Branch 9335,Ahmedabad,10:00 AM-10:00 PM
821,Copper Chimney - Pune Branch 1813,Pune,10:00 AM-9:00 PM
822,Annalakshmi - Chennai Branch 9456,Chennai,10:00 AM-11:00 PM
823,Paradise Biryani - Bangalore Branch 7981,Bangalore,10:00 AM-10:00 PM
824,Trishna - Chennai Branch 9874,Chennai,11:00 AM-11:00 PM
825,Karavalli - Kolkata Branch 120,Kolkata,11:00 AM-10:00 PM
826,Annalakshmi - Chennai Branch 8751,Chennai,10:00 AM-10:00 PM
827,Karavalli - Kolkata Branch 2262,Kolkata,10:00 AM-9:00 PM
828,Indian Accent - Delhi Branch 2885,Delhi,10:00 AM-9:00 PM
829,Annalakshmi - Chennai Branch 8985,Chennai,"12:00 PM-2:00 PM, 8:00 PM-10:00 PM"
830,Karavalli - Delhi Branch 2198,Delhi,"1:00 PM-3:00 PM, 7:00 PM-11:00 PM"
831,Thalassa - Mumbai Branch 8838,Mumbai,"1:00 PM-4:00 PM, 7:00 PM-11:00 PM"
832,Barbeque Nation - Chennai Branch 9733,Chennai,"11:00 PM-2:00 PM, 6:00 PM-9:00 PM"
833,Mainland China - Chennai Branch 1283,Chennai,10:00 AM-9:00 PM
834,The Fisherman's Wharf - Goa Branch 205,Goa,"11:00 PM-1:00 PM, 6:00 PM-9:00 PM"
835,Paradise Biryani - Hyderabad Branch 7923,Hyderabad,10:00 AM-11:00 PM
836,The Bombay Canteen - Ahmedabad Branch 9670,Ahmedabad,10:00 AM-10:00 PM
837,Dum Pukht - Delhi Branch 8624,Delhi,10:00 AM-10:00 PM
